source,evidence_item,status,evidence_class,source_file,value,claim_boundary,raw_excerpt
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_38,RECONCILED_IN_V1E_NOT_PARSEABLE,unmatched_codebook_signal,,,Codebook signal must match CSV columns to become parseable.,integrated_v9_with_slice6a_row_38 | RECONCILED_IN_V1E_NOT_PARSEABLE | unmatched_codebook_signal | Codebook signal must match CSV columns to become parseable. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_38 | RECONCILED_IN_V1E_NOT_PARSEABLE | unmatched_codebook_signal | Codebook signal must match CSV columns to become parseable. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_38 | RECONCILED_IN_V1E_NOT_PARSEABLE | unmatched_codebook_signal | Codebook signal must match CSV columns to become parseable. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_38 | RECONCILED_IN_V1E_NOT_PARSEABLE | unmatched_codebook_signal | Codebook signal must match CSV c
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_39,LOCKED_NEGATIVE,negative_codebook_csv_reconciliation,,,No parser allowed because direct fields did not reconcile to CSV variables.,integrated_v9_with_slice6a_row_39 | LOCKED_NEGATIVE | negative_codebook_csv_reconciliation | No parser allowed because direct fields did not reconcile to CSV variables. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_39 | LOCKED_NEGATIVE | negative_codebook_csv_reconciliation | No parser allowed because direct fields did not reconcile to CSV variables. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_39 | LOCKED_NEGATIVE | negative_codebook_csv_reconciliation | No parser allowed because direct fields did not reconcile to CSV variables. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_39 | LOCKED_NEGATIVE | negative_codebook_csv_reconciliation | No p
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_40,SUPPORTED_FOR_PARSERS_ONLY,parser_readiness,,,Schema/window readiness is not an offset calculation.,integrated_v9_with_slice6a_row_40 | SUPPORTED_FOR_PARSERS_ONLY | parser_readiness | Schema/window readiness is not an offset calculation. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_40 | SUPPORTED_FOR_PARSERS_ONLY | parser_readiness | Schema/window readiness is not an offset calculation. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_40 | SUPPORTED_FOR_PARSERS_ONLY | parser_readiness | Schema/window readiness is not an offset calculation. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_40 | SUPPORTED_FOR_PARSERS_ONLY | parser_readiness | Schema/window readiness is not an offset calculation. | integrated_v9_with_slice6a | integrated_v9_with_sl
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_41,SUPPORTED_FOR_ALIGNMENT_AUDIT_ONLY,candidate_metric_parsing,,,Candidate metrics required strict selection and alignment.,integrated_v9_with_slice6a_row_41 | SUPPORTED_FOR_ALIGNMENT_AUDIT_ONLY | candidate_metric_parsing | Candidate metrics required strict selection and alignment. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_41 | SUPPORTED_FOR_ALIGNMENT_AUDIT_ONLY | candidate_metric_parsing | Candidate metrics required strict selection and alignment. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_41 | SUPPORTED_FOR_ALIGNMENT_AUDIT_ONLY | candidate_metric_parsing | Candidate metrics required strict selection and alignment. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_41 | SUPPORTED_FOR_ALIGNMENT_AUDIT_ONLY | candidate_metric_parsing | Candidate metrics required 
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_42,SUPPORTED_FOR_CALCULATION_ONLY,strict_metric_selection,,,Formal TSS contributor coverage only.,integrated_v9_with_slice6a_row_42 | SUPPORTED_FOR_CALCULATION_ONLY | strict_metric_selection | Formal TSS contributor coverage only. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_42 | SUPPORTED_FOR_CALCULATION_ONLY | strict_metric_selection | Formal TSS contributor coverage only. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_42 | SUPPORTED_FOR_CALCULATION_ONLY | strict_metric_selection | Formal TSS contributor coverage only. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_42 | SUPPORTED_FOR_CALCULATION_ONLY | strict_metric_selection | Formal TSS contributor coverage only. | integrated_v9_with_slice6a | integrated_v9_with_slice6a_row_42 | SUPPO
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_43,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_channel_offset_calculation,,,Formal TSS contributors only; not all households/workers.,integrated_v9_with_slice6a_row_43 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_channel_offset_calculation | Formal TSS contributors only; not all households/workers. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_43 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_channel_offset_calculation | Formal TSS contributors only; not all households/workers. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_43 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_channel_offset_calculation | Formal TSS contributors only; not all households/workers. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_43 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_channel_offset_calculation | Formal TSS con
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_44,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_offset_sensitivity,,,Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate.,integrated_v9_with_slice6a_row_44 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_44 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_44 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_44 | SUPPORTED_FORMAL_CHANNEL_ONLY | fo
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_45,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_offset_sensitivity,,,Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate.,integrated_v9_with_slice6a_row_45 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_45 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_45 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_45 | SUPPORTED_FORMAL_CHANNEL_ONLY | fo
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_46,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_offset_sensitivity,,,Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate.,integrated_v9_with_slice6a_row_46 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_46 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_46 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_46 | SUPPORTED_FORMAL_CHANNEL_ONLY | fo
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_47,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_offset_sensitivity,,,Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate.,integrated_v9_with_slice6a_row_47 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_47 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_47 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_47 | SUPPORTED_FORMAL_CHANNEL_ONLY | fo
integrated_v14_with_slice10d,integrated_v9_with_slice6a_row_48,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_offset_sensitivity,,,Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate.,integrated_v9_with_slice6a_row_48 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v12_with_slice8c | integrated_v9_with_slice6a_row_48 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v11_with_slice7e | integrated_v9_with_slice6a_row_48 | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_offset_sensitivity | Formal TSS wage growth only; food metric is selected IPC/food-pressure candidate. | integrated_v10_with_slice6b | integrated_v9_with_slice6a_row_48 | SUPPORTED_FORMAL_CHANNEL_ONLY | fo
integrated_v14_with_slice10d,v1e strict context signal audit,PASS,dependency,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv,31,"Input accepted only as context-screened signals, not as offset calculation.","v1e strict context signal audit | PASS | dependency | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 31 | Input accepted only as context-screened signals, not as offset calculation. | integrated_v12_with_slice8c | v1e strict context signal audit | PASS | dependency | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 31 | Input accepted only as context-screened signals, not as offset calculation. | integrated_v11_with_slice7e | v1e strict context signal audit | PASS"
integrated_v14_with_slice10d,strict selected household poverty/income distribution signals,SUPPORTED_FOR_CONTEXT_ONLY,household_context,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv,10,Context only; no household-wide offset calculation.,strict selected household poverty/income distribution signals | SUPPORTED_FOR_CONTEXT_ONLY | household_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 10 | Context only; no household-wide offset calculation. | integrated_v12_with_slice8c | strict selected household poverty/income distribution signals | SUPPORTED_FOR_CONTEXT_ONLY | household_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 10 | Context only; no household-wide offset calculation. 
integrated_v14_with_slice10d,strict selected distributional food/IPC signals,SUPPORTED_FOR_CONTEXT_ONLY,distributional_food_context,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv,13,Food exposure context only; no trade-down inference.,strict selected distributional food/IPC signals | SUPPORTED_FOR_CONTEXT_ONLY | distributional_food_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 13 | Food exposure context only; no trade-down inference. | integrated_v12_with_slice8c | strict selected distributional food/IPC signals | SUPPORTED_FOR_CONTEXT_ONLY | distributional_food_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 13 | Food exposure context only; no trade-down inference. | inte
integrated_v14_with_slice10d,strict selected baseline informality signals,SUPPORTED_FOR_BASELINE_CONTEXT_ONLY,baseline_informal_context,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv,8,Baseline informality context only; no current informal-worker offset.,strict selected baseline informality signals | SUPPORTED_FOR_BASELINE_CONTEXT_ONLY | baseline_informal_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 8 | Baseline informality context only; no current informal-worker offset. | integrated_v12_with_slice8c | strict selected baseline informality signals | SUPPORTED_FOR_BASELINE_CONTEXT_ONLY | baseline_informal_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_strict_selected_context_signals_v1e.csv | 8 | Baseline informality context only; n
integrated_v14_with_slice10d,rejected noisy/artifact signals,REJECTED_BY_STRICT_AUDIT,artifact_control,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_context_signal_reject_audit_v1e.csv,1480,Rejected values must not be synthesized as findings.,rejected noisy/artifact signals | REJECTED_BY_STRICT_AUDIT | artifact_control | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_context_signal_reject_audit_v1e.csv | 1480 | Rejected values must not be synthesized as findings. | integrated_v12_with_slice8c | rejected noisy/artifact signals | REJECTED_BY_STRICT_AUDIT | artifact_control | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_context_signal_reject_audit_v1e.csv | 1480 | Rejected values must not be synthesized as findings. | integrated_v11_with_slice7e | rejected noisy/artifact signals | RE
integrated_v14_with_slice10d,current informal income/wage metric,NOT_PROVEN,missing_evidence,,0,Offset calculation remains blocked.,current informal income/wage metric | NOT_PROVEN | missing_evidence | 0 | Offset calculation remains blocked. | integrated_v12_with_slice8c | current informal income/wage metric | NOT_PROVEN | missing_evidence | 0 | Offset calculation remains blocked. | integrated_v11_with_slice7e | current informal income/wage metric | NOT_PROVEN | missing_evidence | 0 | Offset calculation remains blocked. | integrated_v10_with_slice6b | current informal income/wage metric | NOT_PROVEN | missing_evidence | 0 | Offset calculation remains blocked. | slice6b_v1f | current informal income/wage metric | NOT_PROVEN | missing_evidence | 0 | Offset calculation remains blocked. | current informal income/wage metric 
integrated_v14_with_slice10d,v1d selected context signals can be locked as-is,REJECTED,audit_repair,,,v1e strict audit rejected noisy v1d-selected artifacts before synthesis.,v1d selected context signals can be locked as-is | REJECTED | audit_repair | v1e strict audit rejected noisy v1d-selected artifacts before synthesis. | integrated_v12_with_slice8c | v1d selected context signals can be locked as-is | REJECTED | audit_repair | v1e strict audit rejected noisy v1d-selected artifacts before synthesis. | integrated_v11_with_slice7e | v1d selected context signals can be locked as-is | REJECTED | audit_repair | v1e strict audit rejected noisy v1d-selected artifacts before synthesis. | integrated_v10_with_slice6b | v1d selected context signals can be locked as-is | REJECTED | audit_repair | v1e strict audit rejected noisy v1d-selected artifacts before synthesis. | sl
integrated_v14_with_slice10d,household poverty/income distribution context exists,SUPPORTED_FOR_CONTEXT_ONLY,context_not_offset,,,v1f found 10 strict selected household poverty/income-distribution context signals from v1e.,household poverty/income distribution context exists | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | v1f found 10 strict selected household poverty/income-distribution context signals from v1e. | integrated_v12_with_slice8c | household poverty/income distribution context exists | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | v1f found 10 strict selected household poverty/income-distribution context signals from v1e. | integrated_v11_with_slice7e | household poverty/income distribution context exists | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | v1f found 10 strict selected household poverty/income-distribution context signals from v1e. | integrated_v10_with_slice6b | household 
integrated_v14_with_slice10d,distributional food exposure context exists,SUPPORTED_FOR_CONTEXT_ONLY,context_not_trade_down,,,v1f found 13 strict selected distributional food/IPC context signals from v1e.,distributional food exposure context exists | SUPPORTED_FOR_CONTEXT_ONLY | context_not_trade_down | v1f found 13 strict selected distributional food/IPC context signals from v1e. | integrated_v12_with_slice8c | distributional food exposure context exists | SUPPORTED_FOR_CONTEXT_ONLY | context_not_trade_down | v1f found 13 strict selected distributional food/IPC context signals from v1e. | integrated_v11_with_slice7e | distributional food exposure context exists | SUPPORTED_FOR_CONTEXT_ONLY | context_not_trade_down | v1f found 13 strict selected distributional food/IPC context signals from v1e. | integrated_v10_with_slice6b | distributional food exposure context exists | SUPPORTED_FOR_CONTEXT
integrated_v14_with_slice10d,baseline informal labor context exists,SUPPORTED_FOR_BASELINE_CONTEXT_ONLY,baseline_context_not_current_offset,,,v1f found 8 strict selected baseline informality context signals from v1e.,baseline informal labor context exists | SUPPORTED_FOR_BASELINE_CONTEXT_ONLY | baseline_context_not_current_offset | v1f found 8 strict selected baseline informality context signals from v1e. | integrated_v12_with_slice8c | baseline informal labor context exists | SUPPORTED_FOR_BASELINE_CONTEXT_ONLY | baseline_context_not_current_offset | v1f found 8 strict selected baseline informality context signals from v1e. | integrated_v11_with_slice7e | baseline informal labor context exists | SUPPORTED_FOR_BASELINE_CONTEXT_ONLY | baseline_context_not_current_offset | v1f found 8 strict selected baseline informality context signals from v1e. | integrated_v10_with_slice6b | baseline informal labor cont
integrated_v14_with_slice10d,current informal-worker offset is proven,NOT_PROVEN,missing_current_income_metric,,,v1e/v1f lock no current informal-worker income or wage metric aligned to the food-pressure period.,current informal-worker offset is proven | NOT_PROVEN | missing_current_income_metric | v1e/v1f lock no current informal-worker income or wage metric aligned to the food-pressure period. | integrated_v12_with_slice8c | current informal-worker offset is proven | NOT_PROVEN | missing_current_income_metric | v1e/v1f lock no current informal-worker income or wage metric aligned to the food-pressure period. | integrated_v11_with_slice7e | current informal-worker offset is proven | NOT_PROVEN | missing_current_income_metric | v1e/v1f lock no current informal-worker income or wage metric aligned to the food-pressure period. | integrated_v10_with_slice6b | current informal-worker offset is proven | 
integrated_v14_with_slice10d,household-wide income offset is proven,NOT_PROVEN,missing_aligned_household_income_offset,,,v1f synthesizes context only; it performs no aligned household-wide income/food offset calculation.,household-wide income offset is proven | NOT_PROVEN | missing_aligned_household_income_offset | v1f synthesizes context only; it performs no aligned household-wide income/food offset calculation. | integrated_v12_with_slice8c | household-wide income offset is proven | NOT_PROVEN | missing_aligned_household_income_offset | v1f synthesizes context only; it performs no aligned household-wide income/food offset calculation. | integrated_v11_with_slice7e | household-wide income offset is proven | NOT_PROVEN | missing_aligned_household_income_offset | v1f synthesizes context only; it performs no aligned household-wide income/food offset calculation. | integrated_v10_with_slice6b | household-wide i
integrated_v14_with_slice10d,distributional food exposure proves trade-down,REJECTED_BOUNDARY,measure_mismatch,,,"Food exposure and IPC context do not measure quantity, composition, brand, SKU, or substitution behavior.","distributional food exposure proves trade-down | REJECTED_BOUNDARY | measure_mismatch | Food exposure and IPC context do not measure quantity, composition, brand, SKU, or substitution behavior. | integrated_v12_with_slice8c | distributional food exposure proves trade-down | REJECTED_BOUNDARY | measure_mismatch | Food exposure and IPC context do not measure quantity, composition, brand, SKU, or substitution behavior. | integrated_v11_with_slice7e | distributional food exposure proves trade-down | REJECTED_BOUNDARY | measure_mismatch | Food exposure and IPC context do not measure quantity, composition, brand, SKU, or substitution behavior. | integrated_v10_with_slice6b | distributional food ex"
integrated_v14_with_slice10d,direct household trade-down is proven,NOT_PROVEN,missing_direct_behavior_measure,,,No current direct quantity/composition/brand/SKU/substitution evidence is introduced by v1f.,direct household trade-down is proven | NOT_PROVEN | missing_direct_behavior_measure | No current direct quantity/composition/brand/SKU/substitution evidence is introduced by v1f. | integrated_v12_with_slice8c | direct household trade-down is proven | NOT_PROVEN | missing_direct_behavior_measure | No current direct quantity/composition/brand/SKU/substitution evidence is introduced by v1f. | integrated_v11_with_slice7e | direct household trade-down is proven | NOT_PROVEN | missing_direct_behavior_measure | No current direct quantity/composition/brand/SKU/substitution evidence is introduced by v1f. | integrated_v10_with_slice6b | direct household trade-down is proven | NOT_PROVEN | missing_dir
integrated_v14_with_slice10d,formal TSS wage-food offset generalizes to all households,REJECTED_BOUNDARY,coverage_boundary,,,Slice 6A formal-worker offset remains formal-channel evidence only; v1f does not close informal or household-wide coverage gaps.,formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | coverage_boundary | Slice 6A formal-worker offset remains formal-channel evidence only; v1f does not close informal or household-wide coverage gaps. | integrated_v12_with_slice8c | formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | coverage_boundary | Slice 6A formal-worker offset remains formal-channel evidence only; v1f does not close informal or household-wide coverage gaps. | integrated_v11_with_slice7e | formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | coverage_boundary | Slice 6A formal-worker offset remains formal-channel evidence only; v1f does n
integrated_v14_with_slice10d,formal TSS wage-food offset,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_worker_income_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v9_with_slice6a_decision.csv,,Does not generalize to informal workers or all households.,formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v9_with_slice6a_decision.csv | Does not generalize to informal workers or all households. | integrated_v12_with_slice8c | formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v9_with_slice6a_decision.csv | Does not generalize to informal workers or all households. | integrated_v11_with_slice7e | formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONL
integrated_v14_with_slice10d,Slice 6B household poverty/income-distribution context,SUPPORTED_FOR_CONTEXT_ONLY,context_not_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv,,Context only; no household-wide income offset calculation.,Slice 6B household poverty/income-distribution context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv | Context only; no household-wide income offset calculation. | integrated_v12_with_slice8c | Slice 6B household poverty/income-distribution context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv | Context only; no household-wide income offset calculation. | integrated_v11_with_slice7e | Slice 6B household pov
integrated_v14_with_slice10d,Slice 6B distributional food exposure context,SUPPORTED_FOR_CONTEXT_ONLY,context_not_trade_down,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv,,"Food/IPC exposure does not prove quantity, composition, brand, SKU, or substitution behavior.","Slice 6B distributional food exposure context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_trade_down | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv | Food/IPC exposure does not prove quantity, composition, brand, SKU, or substitution behavior. | integrated_v12_with_slice8c | Slice 6B distributional food exposure context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_trade_down | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv | Food/IPC exposure does not prove quantity, composition, brand, SKU, or substitution beha"
integrated_v14_with_slice10d,Slice 6B baseline informal labor context,SUPPORTED_FOR_BASELINE_CONTEXT_ONLY,baseline_context_not_current_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv,,Baseline informality context only; no current informal-worker offset.,Slice 6B baseline informal labor context | SUPPORTED_FOR_BASELINE_CONTEXT_ONLY | baseline_context_not_current_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv | Baseline informality context only; no current informal-worker offset. | integrated_v12_with_slice8c | Slice 6B baseline informal labor context | SUPPORTED_FOR_BASELINE_CONTEXT_ONLY | baseline_context_not_current_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_decision_v1f.csv | Baseline informality context only; no current informal-worker offset. | integr
integrated_v14_with_slice10d,household-wide income offset,NOT_PROVEN,missing_aligned_household_income_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv,,No aligned household-wide income/food offset calculation.,household-wide income offset | NOT_PROVEN | missing_aligned_household_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv | No aligned household-wide income/food offset calculation. | integrated_v12_with_slice8c | household-wide income offset | NOT_PROVEN | missing_aligned_household_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv | No aligned household-wide income/food offset calculation. | integrated_v11_with_slice7e | household-wide income offset | NOT_PROVEN | missing_al
integrated_v14_with_slice10d,current informal-worker offset,NOT_PROVEN,missing_current_informal_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv,0,No current informal income/wage metric aligned to food-pressure period.,current informal-worker offset | NOT_PROVEN | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv | 0 | No current informal income/wage metric aligned to food-pressure period. | integrated_v12_with_slice8c | current informal-worker offset | NOT_PROVEN | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv | 0 | No current informal income/wage metric aligned to food-pressure period. | integrated_v11_with_slice7e | current informal
integrated_v14_with_slice10d,direct trade-down behavior,NOT_PROVEN,missing_direct_behavior_measure,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv,,No direct current quantity/composition/brand/SKU/substitution evidence.,direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv | No direct current quantity/composition/brand/SKU/substitution evidence. | integrated_v12_with_slice8c | direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice6b_household_informal_distributional_offset/outputs/slice6b_claim_boundary_v1f.csv | No direct current quantity/composition/brand/SKU/substitution evidence. | integrated_v11_with_slice7e | direct trade-down behavior | NOT_PROVEN | miss
